begin,end,id,nVehContrib,flow,occupancy,speed,harmonicMeanSpeed,length,nVehEntered
2400.00,2700.00,121735_00,6,72.00,0.62,16.60,16.21,5.00,6
2400.00,2700.00,121735_01,26,312.00,2.58,18.69,16.89,5.00,27
2400.00,2700.00,121735_02,19,228.00,2.27,18.52,13.97,5.00,19
2400.00,2700.00,121735_03,25,300.00,2.06,20.50,20.23,5.00,25
2400.00,2700.00,121735_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121735_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121735_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121735_13,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121736_00,50,600.00,4.36,19.43,19.10,5.00,50
2400.00,2700.00,121736_01,35,420.00,2.78,21.49,21.02,5.00,35
2400.00,2700.00,121736_02,13,156.00,0.91,23.80,23.75,5.00,13
2400.00,2700.00,121736_10,6,72.00,0.48,21.13,20.85,5.00,6
2400.00,2700.00,121736_11,1,12.00,0.07,22.87,22.87,5.00,1
2400.00,2700.00,121736_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121741_00,29,348.00,68.58,2.76,1.01,5.00,29
2400.00,2700.00,121741_01,96,1152.00,17.47,15.81,10.05,5.00,97
2400.00,2700.00,121741_02,60,720.00,9.78,17.59,10.22,5.00,60
2400.00,2700.00,121741_10,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121741_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121741_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121742_01,67,804.00,46.72,3.69,2.73,5.00,67
2400.00,2700.00,121742_02,58,696.00,13.14,18.59,16.27,5.00,60
2400.00,2700.00,121742_03,46,552.00,4.34,19.60,17.65,5.00,46
2400.00,2700.00,121742_10,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121742_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121743_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121743_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121754_00,91,1092.00,40.98,4.16,3.72,5.00,92
2400.00,2700.00,121754_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121754_10,60,720.00,5.03,20.04,19.89,5.00,60
2400.00,2700.00,121754_11,1,12.00,0.09,19.43,19.43,5.00,1
2400.00,2700.00,121755_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121755_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121755_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121755_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121756_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121756_01,21,252.00,0.93,38.09,37.79,5.00,21
2400.00,2700.00,121756_10,62,744.00,4.54,23.44,22.76,5.00,62
2400.00,2700.00,121756_11,44,528.00,2.61,28.33,28.13,5.00,44
2700.00,3000.00,121726_00,81,972.00,6.31,21.54,21.40,5.00,81
2700.00,3000.00,121726_01,80,960.00,6.00,23.32,22.27,5.00,81
2700.00,3000.00,121726_02,77,924.00,5.40,25.18,23.86,5.00,78
2700.00,3000.00,121726_10,2,24.00,0.14,24.68,24.51,5.00,2
2700.00,3000.00,121726_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121726_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121727_00,76,912.00,6.00,21.35,21.18,5.00,77
2700.00,3000.00,121727_01,75,900.00,5.67,23.43,22.19,5.00,76
2700.00,3000.00,121727_02,85,1020.00,5.91,25.17,23.98,5.00,85
2700.00,3000.00,121727_10,2,24.00,0.14,24.75,24.62,5.00,2
2700.00,3000.00,121727_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121727_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121731_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121731_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121731_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121731_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121731_04,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121731_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121731_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121731_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121731_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121732_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121732_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121732_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121732_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121732_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121732_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121732_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121732_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121733_00,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121733_01,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121733_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121733_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121733_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121733_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121734_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121734_01,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121734_02,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121734_03,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121734_04,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121734_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121734_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121734_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121734_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121735_00,2,24.00,0.20,17.03,16.98,5.00,2
2700.00,3000.00,121735_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121735_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121735_03,8,96.00,0.60,22.23,22.07,5.00,8
2700.00,3000.00,121735_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121735_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121735_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121735_13,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121736_00,19,228.00,1.54,20.80,20.63,5.00,19
2700.00,3000.00,121736_01,5,60.00,0.37,22.40,22.39,5.00,5
2700.00,3000.00,121736_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121736_10,2,24.00,0.15,22.73,22.70,5.00,2
2700.00,3000.00,121736_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121736_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121741_00,1,12.00,46.44,0.02,0.02,5.00,0
2700.00,3000.00,121741_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121741_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121741_10,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121741_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121741_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121742_01,1,12.00,0.87,0.24,0.24,5.00,0
2700.00,3000.00,121742_02,13,156.00,1.58,16.61,13.73,5.00,13
2700.00,3000.00,121742_03,16,192.00,1.27,21.23,21.01,5.00,16
2700.00,3000.00,121742_10,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121742_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121743_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121743_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121754_00,88,1056.00,42.66,4.10,3.42,5.00,88
2700.00,3000.00,121754_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121754_10,55,660.00,4.66,19.81,19.66,5.00,55
2700.00,3000.00,121754_11,1,12.00,0.08,20.76,20.76,5.00,1
2700.00,3000.00,121755_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121755_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121755_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121755_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121756_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2700.00,3000.00,121756_01,42,504.00,1.92,37.16,36.50,5.00,42
2700.00,3000.00,121756_10,37,444.00,3.79,21.89,16.27,5.00,37
2700.00,3000.00,121756_11,42,504.00,3.38,23.91,20.73,5.00,42
3000.00,3300.00,121726_00,78,936.00,6.08,21.57,21.40,5.00,78
3000.00,3300.00,121726_01,75,900.00,5.43,23.44,23.27,5.00,76
3000.00,3300.00,121726_02,82,984.00,5.72,25.08,23.90,5.00,82
3000.00,3300.00,121726_10,7,84.00,0.51,23.24,23.04,5.00,7
3000.00,3300.00,121726_11,7,84.00,0.48,24.43,24.27,5.00,7
3000.00,3300.00,121726_12,1,12.00,0.06,29.88,29.88,5.00,1
3000.00,3300.00,121727_00,71,852.00,5.63,21.36,21.20,5.00,72
3000.00,3300.00,121727_01,69,828.00,5.31,22.80,21.66,5.00,69
3000.00,3300.00,121727_02,90,1080.00,5.98,25.20,25.07,5.00,90
3000.00,3300.00,121727_10,7,84.00,0.51,22.92,22.77,5.00,7
3000.00,3300.00,121727_11,6,72.00,0.41,24.74,24.46,5.00,6
3000.00,3300.00,121727_12,2,24.00,0.13,26.37,26.05,5.00,2
3000.00,3300.00,121731_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121731_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121731_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121731_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121731_04,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121731_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121731_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121731_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121731_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121732_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121732_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121732_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121732_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121732_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121732_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121732_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121732_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121733_00,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121733_01,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121733_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121733_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121733_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121733_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121734_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121734_01,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121734_02,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121734_03,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121734_04,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121734_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121734_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121734_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121734_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121735_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121735_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121735_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121735_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121735_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121735_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121735_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121735_13,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121736_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121736_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121736_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121736_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121736_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121736_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121741_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121741_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121741_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121741_10,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121741_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121741_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121742_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121742_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121742_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121742_10,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121742_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121743_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121743_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121754_00,82,984.00,46.79,4.34,2.92,5.00,81
3000.00,3300.00,121754_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121754_10,44,528.00,3.64,20.77,20.58,5.00,45
3000.00,3300.00,121754_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121755_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121755_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121755_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121755_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121756_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3000.00,3300.00,121756_01,21,252.00,0.89,39.82,39.28,5.00,21
3000.00,3300.00,121756_10,6,72.00,50.69,0.49,0.24,5.00,7
3000.00,3300.00,121756_11,13,156.00,33.90,1.09,0.86,5.00,14
3300.00,3600.00,121726_00,69,828.00,5.52,21.08,20.94,5.00,70
3300.00,3600.00,121726_01,77,924.00,5.96,22.69,21.53,5.00,77
3300.00,3600.00,121726_02,86,1032.00,5.74,25.08,24.96,5.00,86
3300.00,3600.00,121726_10,5,60.00,0.35,23.95,23.82,5.00,5
3300.00,3600.00,121726_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121726_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121727_00,70,840.00,5.55,21.38,21.19,5.00,71
3300.00,3600.00,121727_01,75,900.00,5.90,22.55,21.41,5.00,76
3300.00,3600.00,121727_02,85,1020.00,5.99,24.63,23.65,5.00,85
3300.00,3600.00,121727_10,5,60.00,0.35,23.74,23.62,5.00,5
3300.00,3600.00,121727_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121727_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121731_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121731_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121731_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121731_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121731_04,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121731_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121731_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121731_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121731_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121732_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121732_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121732_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121732_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121732_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121732_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121732_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121732_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121733_00,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121733_01,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121733_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121733_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121733_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121733_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121734_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121734_01,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121734_02,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121734_03,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121734_04,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121734_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121734_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121734_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121734_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121735_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121735_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121735_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121735_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121735_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121735_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121735_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121735_13,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121736_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121736_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121736_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121736_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121736_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121736_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121741_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121741_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121741_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121741_10,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121741_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121741_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121742_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121742_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121742_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121742_10,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121742_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121743_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121743_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121754_00,89,1068.00,44.03,4.80,3.39,5.00,90
3300.00,3600.00,121754_01,1,12.00,0.08,20.83,20.83,5.00,1
3300.00,3600.00,121754_10,58,696.00,4.83,19.85,19.70,5.00,57
3300.00,3600.00,121754_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121755_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121755_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121755_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121755_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121756_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3300.00,3600.00,121756_01,18,216.00,0.82,37.23,36.78,5.00,18
3300.00,3600.00,121756_10,1,12.00,29.17,0.04,0.04,5.00,0
3300.00,3600.00,121756_11,1,12.00,26.78,0.05,0.05,5.00,0
3600.00,3900.00,121726_00,73,876.00,5.88,21.13,20.91,5.00,74
3600.00,3900.00,121726_01,78,936.00,5.87,23.18,22.15,5.00,78
3600.00,3900.00,121726_02,89,1068.00,5.82,25.59,25.47,5.00,89
3600.00,3900.00,121726_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121726_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121726_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121727_00,69,828.00,5.44,21.32,21.15,5.00,69
3600.00,3900.00,121727_01,84,1008.00,6.06,23.30,23.09,5.00,84
3600.00,3900.00,121727_02,89,1068.00,5.85,25.49,25.38,5.00,89
3600.00,3900.00,121727_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121727_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121727_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121731_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121731_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121731_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121731_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121731_04,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121731_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121731_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121731_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121731_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121732_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121732_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121732_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121732_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121732_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121732_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121732_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121732_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121733_00,0,0.00,100.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121733_01,0,0.00,100.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121733_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121733_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121733_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121733_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121734_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121734_01,0,0.00,100.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121734_02,0,0.00,100.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121734_03,0,0.00,100.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121734_04,0,0.00,100.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121734_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121734_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121734_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121734_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121735_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121735_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121735_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121735_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
3600.00,3900.00,121735_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
